ope id,institution name,city,state,country,institution type,stop pay/monitor method,method reason desc
"""00231100""",KUYPER COLLEGE,Grand Rapids,MI,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00232200""",FINLANDIA UNIVERSITY,Hancock,MI,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00240200""",COPIAH-LINCOLN COMMUNITY COLLEGE,Wesson,MS,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00240400""",EAST CENTRAL COMMUNITY COLLEGE,Decatur,MS,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00242600""",NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,Booneville,MS,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00243500""",SOUTHEASTERN BAPTIST COLLEGE,Laurel,MS,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
"""00246300""",EVANGEL UNIVERSITY,Springfield,MO,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00252800""",MILES COMMUNITY COLLEGE,Miles City,MT,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00252900""",DAWSON COMMUNITY COLLEGE,Glendive,MT,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00267000""",CLARKS SUMMIT UNIVERSITY,South Abington Twp.,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00267400""",NEW YORK THEOLOGICAL SEMINARY,New York,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00270400""",COLLEGE OF NEW ROCHELLE (THE),New Rochelle,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00279000""",NYACK COLLEGE,Nyack,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00281000""",SAGE COLLEGES,Troy,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00290000""",WEBB INSTITUTE,Glen Cove,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
"""00291000""",BELMONT ABBEY COLLEGE,Belmont,NC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00291100""",BENNETT COLLEGE,Greensboro,NC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00293600""",JOHNSON C SMITH UNIVERSITY,Charlotte,NC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
"""00294300""",LOUISBURG COLLEGE,Louisburg,NC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00296000""",SALEM COLLEGE,Winston-Salem,NC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
"""00302900""",CINCINNATI CHRISTIAN UNIVERSITY,Cincinnati,OH,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00308500""",NOTRE DAME COLLEGE OF OHIO,South Euclid,OH,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00311600""",UNIVERSITY OF RIO GRANDE,Rio Grande,OH,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00314100""",WILBERFORCE UNIVERSITY,Wilberforce,OH,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00314700""",BACONE COLLEGE,Muskogee,OK,,"Private, Nonprofit",HCM - Cash Monitoring 2,Program Review - Severe Findings
"""00318000""",SOUTHWESTERN CHRISTIAN UNIVERSITY,Bethany,OK,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00328000""",KEYSTONE COLLEGE,La Plume,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00331700""",CHEYNEY UNIVERSITY OF PENNSYLVANIA,Cheyney,PA,,Public,HCM - Cash Monitoring 2,Administrative Capability
"""00341700""",ALLEN UNIVERSITY,Columbia,SC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
"""00342000""",BENEDICT COLLEGE,Columbia,SC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00348100""",CARSON - NEWMAN UNIVERSITY,Jefferson City,TN,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00350700""",MEMPHIS COLLEGE OF ART,Memphis,TN,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00357700""",HUSTON - TILLOTSON UNIVERSITY,Austin,TX,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00357900""",JACKSONVILLE COLLEGE,Jacksonville,TX,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00361800""",SOUTHWESTERN CHRISTIAN COLLEGE,Terrell,TX,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00366900""",WILEY COLLEGE,Marshall,TX,,"Private, Nonprofit",HCM - Cash Monitoring 2,Program Review - Severe Findings
"""00367400""",STEVENS HENAGER COLLEGE,West Haven,UT,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00368500""",COLLEGE OF SAINT JOSEPH,Rutland,VT,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00368700""",GREEN MOUNTAIN COLLEGE,Poultney,VT,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00372600""",AMERICAN NATIONAL UNIVERSITY,Salem,VA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00376700""",VIRGINIA WESLEYAN UNIVERSITY,Virginia Beach,VA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
"""00380600""",ALDERSON BROADDUS UNIVERSITY,Philippi,WV,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00380800""",BETHANY COLLEGE,Bethany,WV,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00380900""",BLUEFIELD STATE COLLEGE,Bluefield,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""00381000""",CONCORD UNIVERSITY,Athens,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""00381200""",FAIRMONT STATE UNIVERSITY,Fairmont,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""00381300""",GLENVILLE STATE COLLEGE,Glenville,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""00381500""",MARSHALL UNIVERSITY,Huntington,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""00381600""",SOUTHERN WEST VIRGINIA COMMUNITY AND TECHNICAL COLLEGE,Mt Gay,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""00381900""",OHIO VALLEY UNIVERSITY,Vienna,WV,,"Private, Nonprofit",HCM - Cash Monitoring 1,F/S Late/Missing
"""00382200""",SHEPHERD UNIVERSITY,Shepherdstown,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""00382300""",WEST LIBERTY UNIVERSITY,West Liberty,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""00382600""",WEST VIRGINIA STATE UNIVERSITY,Institute,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""00382700""",WEST VIRGINIA UNIVERSITY,Morgantown,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""00382800""",WEST VIRGINIA UNIVERSITY - PARKERSBURG,Parkersburg,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""00387400""",NASHOTAH HOUSE,Nashotah,WI,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00393600""",PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE),Ponce,PR,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
"""00394200""",UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION,San Juan,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00394300""",UNIVERSITY OF PUERTO RICO - HUMACAO UNIVERSITY COLLEGE,Humacao,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00394400""",UNIVERSITY OF PUERTO RICO - MAYAGUEZ,Mayaguez,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00394600""",UNIVERSITY OF THE VIRGIN ISLANDS,St.  Thomas,VI,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00401200""",HEBREW UNIVERSITY OF JERUSALEM (THE),Jerusalem,,ISRAEL,Foreign Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00405600""",NORTH AMERICAN BAPTIST SEMINARY,Sioux Falls,SD,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00461700""",NATIONAL COLLEGE,Nashville,TN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00466600""",SALTER COLLEGE,West Boylston,MA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00469200""",DORSEY SCHOOL OF BUSINESS,Madison Heights,MI,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
"""00486600""",STAUTZENBERGER COLLEGE,Maumee,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00491000""",BRIGHTWOOD CAREER INSTITUTE,Harrisburg,PA,,Proprietary,HCM - Cash Monitoring 2,Financial Responsibility
"""00493400""",DAYMAR COLLEGE,Clarksville,TN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00526000""",J. F.  DRAKE STATE COMMUNITY AND TECHNICAL COLLEGE,Huntsville,AL,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00527900""",GREATER LOWELL REGIONAL VOCATIONAL TECHNICAL SCHOOL,Tyngsboro,MA,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00536300""",DENMARK TECHNICAL COLLEGE,Denmark,SC,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00560500""",PINELLAS TECHNICAL COLLEGE - CLEARWATER CAMPUS,Clearwater,FL,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00562200""",GEORGIA PIEDMONT TECHNICAL COLLEGE,Clarkston,GA,,Public,HCM - Cash Monitoring 2,Program Review - Severe Findings
"""00569900""",GEORGE CORLEY WALLACE STATE COMMUNITY COLLEGE - SELMA,Selma,AL,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00573300""",BEVILL STATE COMMUNITY COLLEGE,Sumiton,AL,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00642100""",JFK MEDICAL CENTER MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS,Plainfield,NJ,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00646100""",SAINT ELIZABETH MEDICAL CENTER,Utica,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00653400""",CITIZENS SCHOOL OF NURSING,New Kensington,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
"""00657400""","ST. LUKE'S HOSPITAL OF BETHLEHEM, PA",Bethlehem,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
"""00658300""",WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING,Pittsburgh,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Audit Late/Missing
"""00670400""",UNIVERSITY COLLEGE CORK,Cork,,IRELAND,Foreign Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00684200""",UNIVERSITY OF DUBLIN TRINITY COLLEGE,Dublin 2,,IRELAND,Foreign Public,HCM - Cash Monitoring 1,Denied Recert - PPA Not Expired
"""00697500""",LINCOLN UNIVERSITY,Oakland,CA,,"Private, Nonprofit",HCM - Cash Monitoring 2,Program Review - Severe Findings
"""00703200""",MIDAMERICA NAZARENE UNIVERSITY,Olathe,KS,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00710800""",UNIVERSITY OF PUERTO RICO - RIO PIEDRAS CAMPUS,Rio Piedras,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00711300""",ARIZONA CHRISTIAN UNIVERSITY,Phoenix,AZ,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00711900""",REND LAKE COLLEGE,Ina,IL,,Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00720600""",UNIVERSITY OF PUERTO RICO - CAYEY UNIVERSITY COLLEGE,Cayey,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00722800""",UNIVERSITY OF PUERTO RICO - ARECIBO,Arecibo,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00726300""",HOLY CROSS COLLEGE,Notre Dame,IN,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00729700""",SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,Broomfield,CO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00743600""",BRIGHTWOOD CAREER INSTITUTE,Pittsburgh,PA,,Proprietary,HCM - Cash Monitoring 2,Financial Responsibility
"""00747000""",ART INSTITUTE OF PITTSBURGH (THE),Pittsburgh,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00747300""",CHOFFIN CAREER & TECHNICAL CENTER,Youngstown,OH,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00749100""",BRIGHTWOOD COLLEGE,Baltimore,MD,,Proprietary,HCM - Cash Monitoring 2,Financial Responsibility
"""00765800""",AMERICAN COLLEGE OF HAIRSTYLING-DES MOINES,Des Moines,IA,,Proprietary,HCM - Cash Monitoring 2,Audit Late/Missing
"""00767800""",SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,Tulsa,OK,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00778100""",BRIGHTWOOD CAREER INSTITUTE,Broomall,PA,,Proprietary,HCM - Cash Monitoring 2,Financial Responsibility
"""00781900""",ART INSTITUTE OF PORTLAND (THE),Portland,OR,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00794100""",SALON PROFESSIONAL ACADEMY (THE),Cedar Falls,IA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00835000""",ART INSTITUTE OF PHILADELPHIA (THE),Philadelphia,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00835500""",JAMES RUMSEY TECHNICAL INSTITUTE,Martinsburg,WV,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""00837700""",UNIVERSITEIT VAN AMSTERDAM,Amsterdam,,THE NETHERLANDS,Foreign Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00839800""",UNIVERSITY OF SHEFFIELD (THE),Sheffield,,ENGLAND,Foreign Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00842400""",LA' JAMES INTERNATIONAL COLLEGE,Fort Dodge,IA,,Proprietary,HCM - Cash Monitoring 2,Program Review - Severe Findings
"""00849800""",WILLIAM EDGE INSTITUTE,New Braunfels,TX,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00884800""",WARNER UNIVERSITY,Lake Wales,FL,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""00887800""",MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN,Miami,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00905400""",WEST VIRGINIA NORTHERN COMMUNITY COLLEGE,Wheeling,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""00927000""",ART INSTITUTE OF ATLANTA (THE),Atlanta,GA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00941200""",FORTIS COLLEGE,Cuyahoga Falls,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00944900""",PENNCO TECH,Bristol,PA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00946600""",BRIGHTWOOD COLLEGE,San Antonio,TX,,Proprietary,HCM - Cash Monitoring 2,Financial Responsibility
"""00947900""",ST. PAUL'S SCHOOL OF NURSING,Staten Island,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00950100""",UNIVERSITY OF KING'S COLLEGE,Halifax,,CANADA,Foreign Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00952300""",LA'JAMES INTERNATIONAL COLLEGE,Fremont,NE,,Proprietary,HCM - Cash Monitoring 2,Other (Common Ownership)
"""00953000""",GERBER AKRON BEAUTY SCHOOL,Akron,OH,,Proprietary,HCM - Cash Monitoring 1,F/S Late/Missing
"""00953700""",VIRGINIA SCHOOL OF HAIR DESIGN,Hampton,VA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""00959300""",LA' JAMES INTERNATIONAL COLLEGE,Iowa City,IA,,Proprietary,HCM - Cash Monitoring 2,Other (Common Ownership)
"""00965200""","UNIVERSITY OF PUERTO RICO, PONCE",Ponce,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00978600""",ILLINOIS EASTERN COMMUNITY COLLEGES - LINCOLN TRAIL COLLEGE,Robinson,IL,,Public,HCM - Cash Monitoring 1,Financial Responsibility
"""00989900""",LOWELL ACADEMY HAIR STYLING INSTITUTE,Lowell,MA,,Proprietary,HCM - Cash Monitoring 1,Audit Late/Missing
"""01014000""",MINERAL COUNTY VOCATIONAL TECHNICAL CENTER,Keyser,WV,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""01016100""",LORAINES ACADEMY & SPA,Saint Petersburg,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""01018800""","UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN",Dublin 4,,IRELAND,Foreign Public,HCM - Cash Monitoring 1,Financial Responsibility
"""01019500""",ART INSTITUTE OF FORT LAUDERDALE (THE),Fort Lauderdale,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""01031900""",FORTIS INSTITUTE - TOWSON,Towson,MD,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""01041000""",BRIGHTWOOD COLLEGE,Towson,MD,,Proprietary,HCM - Cash Monitoring 2,Financial Responsibility
"""01045600""",UNIVERSITY OF HAIFA,Haifa,,ISRAEL,Foreign Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""01048900""",AMERICAN NATIONAL UNIVERSITY,Lexington,KY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""01072700""",DEVRY UNIVERSITY,Chicago,IL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""01081300""",AMERICAN ACADEMY MCALLISTER INSTITUTE,New York,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""01085100""",BRANFORD HALL CAREER INSTITUTE,Parsippany,NJ,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""01085400""",THOMAS JEFFERSON SCHOOL OF LAW,San Diego,CA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""01091300""",MADISON MEDIA INSTITUTE,Madison,WI,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""01092200""",UNIVERSITY OF PUERTO RICO - UTUADO,Utuado,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
"""01097500""",UNIVERSITY OF PUERTO RICO BAYAMON TECHNICAL UNIVERSITY COLLEGE,Bayamon,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
"""01097700""",UNIVERSIDAD CENTRAL DEL ESTE,San Pedro de Macoris,,DOMINICAN REPUBLIC,Foreign Private,HCM - Cash Monitoring 2,Administrative Capability
"""01099800""",PENNSYLVANIA INSTITUTE OF TECHNOLOGY,Media,PA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
"""01124500""",WEST VIRGINIA SCHOOL OF OSTEOPATHIC MEDICINE,Lewisburg,WV,,Public,HCM - Cash Monitoring 1,F/S Late/Missing
"""01161400""",CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CENTER,Plattsburgh,NY,,"Private, Nonprofit",HCM - Cash Monitoring 1,F/S Late/Missing
"""01173500""",PIKE LINCOLN TECHNICAL CENTER,Eolia,MO,,Public,HCM - Cash Monitoring 2,Program Review - Severe Findings
"""01174900""",WOOD COUNTY TECHNICAL CENTER,Parkersburg,WV,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
"""01181000""",TAYLOR BUSINESS INSTITUTE,Chicago,IL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""01193000""",ROXBURY COMMUNITY COLLEGE,Boston,MA,,Public,HCM - Cash Monitoring 2,Administrative Capability
"""01206400""",HAMILTON TECHNICAL COLLEGE,Davenport,IA,,Proprietary,HCM - Cash Monitoring 2,Financial Responsibility
"""01212300""","UNIVERSITY OF PUERTO RICO, AGUADILLA REGIONAL COLLEGE",Aguadilla,PR,,Public,HCM - Cash Monitoring 1,Financial Responsibility
"""01221500""",BIRMINGHAM CITY UNIVERSITY,Birmingham,,ENGLAND,Foreign Public,HCM - Cash Monitoring 1,Financial Responsibility
"""01229300""",VEEB NASSAU COUNTY SCHOOL OF PRACTICAL NURSING,Hicksville,NY,,Public,HCM - Cash Monitoring 1,Program Review - Severe Findings
"""01234100""",UNIVERSITY OF WALES TRINITY SAINT DAVID,Carmarthen,,WALES,Foreign Public,HCM - Cash Monitoring 1,Financial Responsibility
"""01236400""",ST. PAUL'S SCHOOL OF NURSING,Rego Park,NY,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""01242100""",UNIVERSITY OF AUCKLAND (THE),Auckland,,NEW ZEALAND,Foreign Public,HCM - Cash Monitoring 1,Financial Responsibility
"""01254400""",FIRST COAST TECHNICAL INSTITUTE,Saint Augustine,FL,,Public,HCM - Cash Monitoring 2,Program Review - Severe Findings
"""01258400""",ILLINOIS INSTITUTE OF ART (THE),Chicago,IL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""01276600""","NATIONAL UNIVERSITY OF IRELAND, GALWAY",Galway,,IRELAND,Foreign Public,HCM - Cash Monitoring 1,Financial Responsibility
"""01282300""",PAT GOINS RUSTON BEAUTY SCHOOL,Ruston,LA,,Proprietary,HCM - Cash Monitoring 2,Accreditation Problems
"""01284800""",MOLER HOLLYWOOD BEAUTY ACADEMY,Cincinnati,OH,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
"""01300600""",LA'JAMES INTERNATIONAL COLLEGE,Cedar Falls,IA,,Proprietary,HCM - Cash Monitoring 2,Program Review - Severe Findings
