Institutions on HCM1 or HCM2 as of 12-1-2015,,,,,,,
Source: PEPS,,,,,,,
OPE ID,Institution Name,City,State,Country,Institution Type,Stop Pay/Monitor Method,Method Reason Desc
4092400,Make-Up Designory,Burbank,CA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4127900,Trident University International,Cypress,CA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4132700,InfoTech Career College,Paramount,CA,,Proprietary,HCM - Cash Monitoring 2,Program Review - Severe Findings
4134500,San Diego College,San Diego,CA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4134700,International Professional School of Bodywork,San Diego,CA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4145000,San Diego Culinary Institute,La Mesa,CA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4145600,International College of Cosmetology,Oakland,CA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4148900,Northern California Institute of Cosmetology,San Leandro,CA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4161300,Preferred College of Nursing,Van Nuys,CA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4172000,Southern California University SOMA,Los Angeles,CA,,Proprietary,HCM - Cash Monitoring 2,Accreditation Problems
4181600,Integrity College of Health,Pasadena,CA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4190800,Santa Ana Beauty College,Santa Ana,CA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
729700,Redstone College,Broomfield,CO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
754800,Westwood College - Denver North,Denver,CO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
887100,Concorde Career College,Aurora,CO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
1014800,Colorado Technical University,Colorado Springs,CO,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
2078900,Art Institute of Colorado (The),Denver,CO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2267500,Glenwood Beauty Academy,Glenwood Springs,CO,,Proprietary,HCM - Cash Monitoring 2,Program Review - Severe Findings
2594300,CollegeAmerica Denver,Denver,CO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3776300,Auguste Escoffier School of Culinary Arts,Boulder,CO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4080300,Aspen University,Denver,CO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4093300,Academy of Natural Therapy,Greeley,CO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4184900,College of International Esthetics,Arvada,CO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4185400,National Personal Training Institute of Colorado,Lakewood,CO,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
730300,Lincoln Technical Institute,New Britain,CT,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
887400,Marinello School of Beauty,Meriden,CT,,Proprietary,HCM - Cash Monitoring 2,Program Review
940700,Lincoln College of New England,Southington,CT,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
1041700,Marinello School of Beauty,East Hartford,CT,,Proprietary,HCM - Cash Monitoring 2,Program Review
3316300,Lincoln Technical Institute - Hartford,Hartford,CT,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3927300,Marinello School of Beauty,Niantic,CT,,Proprietary,HCM - Cash Monitoring 2,Program Review
4104300,Academy Di Capelli,Wallingford,CT,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2132800,National Conservatory of Dramatic Arts,Washington,DC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
3409600,Bennett Career Institute,Washington,DC,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4190000,Radians College,Washington,DC,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4202500,Graduate School,Washington,DC,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
154000,Webber International University,Babson Park,FL,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
887800,Miami International University of Art & Design,Miami,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
910400,TONI&GUY Hairdressing Academy,Jacksonville,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
1019500,Art Institute of Fort Lauderdale (The),Fort Lauderdale,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
1082600,Tom P. Haney Technical Center,Panama City,FL,,Public,HCM - Cash Monitoring 1,Financial Responsibility
2089600,Concorde Career Institute,Jacksonville,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2151900,Keiser University,Fort Lauderdale,FL,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
2156300,Margate School of Beauty,Margate,FL,,Proprietary,HCM - Cash Monitoring 2,Administrative Capability
2172700,Concorde Career Institute,Tampa,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2188900,Hobe Sound Bible College,Hobe Sound,FL,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
2245500,Fortis College,Winter Park,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2275100,Concorde Career Institute,Miramar,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2278800,Southern Technical College,Fort Myers,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2305800,Florida Career College,Miami,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2329900,Florida Institute of Ultrasound,Pensacola,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2616400,Sanford-Brown Institute,Jacksonville,FL,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
3031400,International Academy of Design and Technology,Tampa,FL,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
3089200,Nouvelle Institute,Miami,FL,,Proprietary,HCM - Cash Monitoring 1,Other (Common Ownership)
3100800,Taylor Technical Institute,Perry,FL,,Public,HCM - Cash Monitoring 2,Program Review - Severe Findings
3108500,Everglades University,Boca Raton,FL,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
3113400,"Academy of Healing Arts, Massage & Facial Skin Care",Lake Worth,FL,,Proprietary,HCM - Cash Monitoring 2,Other -CIO Problems (Eligibility)
3123900,Southeastern College,West Palm Beach,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3125600,Miami Ad School,Miami,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3348400,Mattia College,Miami,FL,,Proprietary,HCM - Cash Monitoring 2,Program Review
3373300,Beacon College,Leesburg,FL,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
3390300,Lincoln Technical Institute,Fern Park,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3414500,Acupuncture and Massage College,Miami,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3434300,Fortis College,Orange Park,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3553300,Southeastern College,Jacksonville,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3691400,Ave Maria School of Law,Naples,FL,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
3856500,Florida School of Traditional Midwifery,Gainesville,FL,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
3903500,Southern Technical College,Orlando,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4116600,Taylor College,Belleview,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4135000,Cozmo The School,Bonita Springs,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4157100,Aerosim Flight Academy,Sanford,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4162000,Jose Maria Vargas University,Pembroke Pines,FL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4164500,Eureka Institute of Health and Beauty,Miami,FL,,Proprietary,HCM - Cash Monitoring 2,Administrative Capability
4207900,SAE Institute of Technology - Miami,North Miami Beach,FL,,Proprietary,HCM - Cash Monitoring 2,Administrative Capability
4210800,Ultrasound Medical Institute,Royal Palm Beach,FL,,Proprietary,HCM - Cash Monitoring 2,Audit Late/Missing
4216600,Azure College,Miami Gardens,FL,,Proprietary,HCM - Cash Monitoring 2,Administrative Capability
156300,Emmanuel College,Franklin Springs,GA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
927000,Art Institute of Atlanta (The),Atlanta,GA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
1303900,South University,Savannah,GA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2116000,Sanford-Brown College,Atlanta,GA,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
2266200,Helms Career Institute,Macon,GA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
2285500,Creative Circus (The),Atlanta,GA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2520000,International School of Skin and Nailcare,Atlanta,GA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2577700,Beauty College of America,Forest Park,GA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3104500,Atlanta Institute of Music and Media,Duluth,GA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3635300,Carver Bible College,Atlanta,GA,,"Private, Nonprofit",HCM - Cash Monitoring 2,Program Review - Severe Findings
4160200,Atlanta Beauty & Barber Academy,Doraville,GA,,Proprietary,HCM - Cash Monitoring 2,Accreditation Problems
2100300,Med-Assist School of Hawaii,Honolulu,HI,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
187100,Iowa Wesleyan College,Mount Pleasant,IA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
765800,American College of Hairstyling-Des Moines,Des Moines,IA,,Proprietary,HCM - Cash Monitoring 2,Audit Late/Missing
1206400,Hamilton Technical College,Davenport,IA,,Proprietary,HCM - Cash Monitoring 2,Financial Responsibility
2609200,Vatterott College,Des Moines,IA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3607400,Total Look School of Cosmetology and Massage Therapy,Cresco,IA,,Proprietary,HCM - Cash Monitoring 2,Accreditation Problems
170300,Kendall College,Chicago,IL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
171700,MacMurray College,Jacksonville,IL,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
175600,Shimer College,Chicago,IL,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
175800,Southern Illinois University at Carbondale,Carbondale,IL,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
825900,Educators of Beauty College of Cosmetology,Sterling,IL,,Proprietary,HCM - Cash Monitoring 1,Other -CIO Problems (Eligibility)
947500,Educators of Beauty College of Cosmetology,La Salle,IL,,Proprietary,HCM - Cash Monitoring 1,Other -CIO Problems (Eligibility)
1181000,Taylor Business Institute,Chicago,IL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
1258400,Illinois Institute of Art (The),Chicago,IL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2055200,Harrington College of Design,Chicago,IL,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
2069300,Vatterott College,Quincy,IL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2113600,American InterContinental University,Schaumburg,IL,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
2160300,International Academy of Design and Technology,Chicago,IL,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
2313900,Westwood College - O'Hare Airport,Chicago,IL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2352200,Le Cordon Bleu College of Culinary Arts in Chicago,Chicago,IL,,Proprietary,HCM - Cash Monitoring 1,Administrative Capability
3002000,Hairmasters Institute of Cosmetology,Bloomington,IL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3079200,Westwood College - DuPage,Woodridge,IL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3082900,Rosel School of Cosmetology,Chicago,IL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3099700,Cains Barber College,Chicago,IL,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4117600,Larry's Barber College,Chicago,IL,,Proprietary,HCM - Cash Monitoring 2,Audit Late/Missing
178700,Bethel College,Mishawaka,IN,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
732900,ITT Technical Institute,Indianapolis,IN,,Proprietary,HCM - Cash Monitoring 1,Audit Late/Missing
736200,Medtech College,Indianapolis,IN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
793800,Lincoln College of Technology,Indianapolis,IN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
961300,Merrillville Beauty College,Merrillville,IN,,Proprietary,HCM - Cash Monitoring 2,Other -CIO Problems (Eligibility)
2308900,Masters of Cosmetology College,Fort Wayne,IN,,Proprietary,HCM - Cash Monitoring 2,Administrative Capability
4171700,Avant Gard The School,avon,IN,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
190400,Bethany College,Lindsborg,KS,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
190500,Bethel College,North Newton,KS,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
190800,Central Christian College of Kansas,McPherson,KS,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
192100,Highland Community College,Highland,KS,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
675500,Brown Mackie College (The),Salina,KS,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
703200,MidAmerica Nazarene University,Olathe,KS,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
833200,Marinello School of Beauty,Manhattan,KS,,Proprietary,HCM - Cash Monitoring 2,Program Review
1050300,Wichita Technical Institute,Wichita,KS,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2590900,Wright Career College,Overland Park,KS,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
2603100,Crave Beauty Academy,Wichita,KS,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3450300,Marinello School of Beauty,Topeka,KS,,Proprietary,HCM - Cash Monitoring 2,Program Review
4179600,Entourage Institute of Beauty and Esthetics,Lenexa,KS,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
196900,Kentucky Wesleyan College,Owensboro,KY,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
198300,St. Catharine College,St. Catharine,KY,,"Private, Nonprofit",HCM - Cash Monitoring 2,Program Review - Severe Findings
1172500,Collins School of Cosmetology,Middlesboro,KY,,Proprietary,HCM - Cash Monitoring 2,Accreditation Problems
3026200,Head's West Kentucky Beauty College,Madisonville,KY,,Proprietary,HCM - Cash Monitoring 2,Financial Responsibility
2536400,Louisiana Academy of Beauty,Eunice,LA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2601000,American School of Business,Shreveport,LA,,Proprietary,HCM - Cash Monitoring 1,Audit Late/Missing
3294300,Blue Cliff College,Metairie,LA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3480300,Fortis College,Baton Rouge,LA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3810500,Mid City College,Baton Rouge,LA,,Proprietary,HCM - Cash Monitoring 2,Audit Late/Missing
4225900,Setting the Standard Barbering and Natural Hair Academy,Shreveport,LA,,Proprietary,HCM - Cash Monitoring 1,Audit Late/Missing
214500,Eastern Nazarene College,Quincy,MA,,"Private, Nonprofit",HCM - Cash Monitoring 2,Program Review - Severe Findings
220100,Pine Manor College,Chestnut Hill,MA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
687300,Marian Court College,Swampscott,MA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
748600,New England Institute of Art (The),Brookline,MA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
1193000,Roxbury Community College,Boston,MA,,Public,HCM - Cash Monitoring 2,Administrative Capability
2063000,Montserrat College of Art,Beverly,MA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
2338200,Bay State School of Technology,Canton,MA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3248300,Boston Baptist College,Boston,MA,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
3965300,New England College of Business and Finance,Boston,MA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4116900,DiGrigoli School of Cosmetology,West Springfield,MA,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
793600,Lincoln College of Technology,Columbia,MD,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
1031900,Fortis Institute,Towson,MD,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2578400,Maryland University of Integrative Health,Laurel,MD,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
3064900,Aaron's Academy of Beauty,Waldorf,MD,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3493300,All-State Career,Baltimore,MD,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
3822400,Maple Springs Baptist Bible College & Seminary,Capitol Heights,MD,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
3937300,Yeshiva College of the Nation's Capital,Silver Spring,MD,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
4139700,Frederick School of Cosmetology,Frederick,MD,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
4141600,Omega Studios' School of Applied Recording Arts & Sciences,Rockville,MD,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
2104400,Spa Tech Institute,Westbrook,ME,,Proprietary,HCM - Cash Monitoring 1,Financial Responsibility
228800,Rochester College,Rochester Hills,MI,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
231100,Kuyper College,Grand Rapids,MI,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
232200,Finlandia University,Hancock,MI,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
3284300,Michigan Jewish Institute,West Bloomfield,MI,,"Private, Nonprofit",HCM - Cash Monitoring 2,Administrative Capability
4002400,Ecumenical Theological Seminary,Detroit,MI,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
4055300,Creative Hair School of Cosmetology,Flint,MI,,Proprietary,HCM - Cash Monitoring 1,Provisional Certification
233200,Anoka-Ramsey Community College,Coon Rapids,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
233500,Riverland Community College,Austin,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
233600,Bemidji State University,Bemidji,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
233900,Central Lakes College,Brainerd,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
235000,Vermilion Community College,Ely,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
235500,Hibbing Community College,Hibbing,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
235600,Itasca Community College,Grand Rapids,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
236000,"Minnesota State University, Mankato",Mankato,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
236200,Minneapolis Community and Technical College,Minneapolis,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
236600,Crossroads College,Rochester,MN,,"Private, Nonprofit",HCM - Cash Monitoring 1,Financial Responsibility
236700,Minnesota State University Moorhead,Moorhead,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
237000,North Hennepin Community College,Brooklyn Park,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
237300,Rochester Community and Technical College,Rochester,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
237500,Southwest Minnesota State University,Marshall,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
237700,St. Cloud State University,Saint Cloud,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
238500,Northland Community and Technical College,Thief River Falls,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
239300,Minnesota State College - Southeast Technical,Winona,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
239400,Winona State University,Winona,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
400900,Mesabi Range College,Virginia,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
525200,Ridgewater College,Willmar,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
526300,Minnesota West Community and Technical College,Granite Falls,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
553300,Saint Paul College - A Community & Technical College,St Paul,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
553400,St. Cloud Technical and Community College,St Cloud,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
553500,Pine Technical and Community College,Pine City,MN,,Public,HCM - Cash Monitoring 1,Audit Late/Missing
